Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
Starting Python script...
Python process started asynchronously.
ERROR: pybullet build time: Jul 20 2024 21:48:44
Connected by ('127.0.0.1', 60471)
Received: C:\Users\Ayman Tarek\Desktop\pubullet_data\pybullet_data\franka_panda\panda.urdf,, (0.00, 5.00, 0.00),,(0.00000, 0.00000, 0.00000, 1.00000),, 1
(ExtExcitedDc),, (0, 0),, (1, 3)
starting message: C:\Users\Ayman Tarek\Desktop\pubullet_data\pybullet_data\franka_panda\panda.urdf,, (0.00, 5.00, 0.00),,(0.00000, 0.00000, 0.00000, 1.00000),, 1
(ExtExcitedDc),, (0, 0),, (1, 3)
Number of Parts: 2
Split Parts: ['C:\\Users\\Ayman Tarek\\Desktop\\pubullet_data\\pybullet_data\\franka_panda\\panda.urdf,, (0.00, 5.00, 0.00),,(0.00000, 0.00000, 0.00000, 1.00000),, 1', '(ExtExcitedDc),, (0, 0),, (1, 3)']
Urls: ['C:\\Users\\Ayman Tarek\\Desktop\\pubullet_data\\pybullet_data\\franka_panda\\panda.urdf']
Positions: [[0.0, 5.0, 0.0]]
Orientations: [[0.0, 0.0, 0.0, 1.0]]
Scalings: [1.0]
Motor Names: ['ExtExcitedDc']
Corresponding Robot Numbers: [0, 0]
Corresponding Joints: [1, 3]
env  0  :  [400.  38. 210. 210.  60.  60.  60.]
Motor 0, Step 0: omega: 0.00020877742186228775, torque: 0.11168009300899805, i_a: 59.67539360602271, i_e: 1.1008586351679126, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2794: omega: 63.17709544016853, torque: 5.462659067933782, i_a: 53.55548105817462, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2795: omega: 63.19885904131382, torque: 5.462273129258245, i_a: 53.55169734566937, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2796: omega: 63.22062150025386, torque: 5.462206226653543, i_a: 53.55104143778013, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2797: omega: 63.24238329724903, torque: 5.461820319971144, i_a: 53.54725803893307, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2798: omega: 63.26414395213364, torque: 5.461753422912752, i_a: 53.54660218541943, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2799: omega: 63.28590394512824, torque: 5.461367548220842, i_a: 53.542819100204625, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2800: omega: 63.30766279610697, torque: 5.461300656708301, i_a: 53.54216330106206, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2801: omega: 63.329420985250565, torque: 5.460914814004244, i_a: 53.53838052945368, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2802: omega: 63.35117803247295, torque: 5.460847928037079, i_a: 53.53772478467755, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2803: omega: 63.372934417915076, torque: 5.460462117318208, i_a: 53.53394232664938, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2804: omega: 63.39468966153065, torque: 5.460395236895972, i_a: 53.53328663623532, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2805: omega: 63.41644424342082, torque: 5.460009458159647, i_a: 53.52950449176153, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2806: omega: 63.4381976835791, torque: 5.459942583281872, i_a: 53.52884885570492, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2807: omega: 63.45995046206683, torque: 5.45955683652543, i_a: 53.52506702475941, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2808: omega: 63.4817020989173, torque: 5.45948996719167, i_a: 53.524411443055875, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2809: omega: 63.503453074152084, torque: 5.459104252412448, i_a: 53.52062992561253, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2810: omega: 63.525202907844246, torque: 5.4590373886222485, i_a: 53.51997439825763, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2811: omega: 63.54695207997557, torque: 5.4586517058176085, i_a: 53.516193194290565, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2812: omega: 63.5687001106589, torque: 5.458584847570498, i_a: 53.515537721279685, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2813: omega: 63.59044747983624, torque: 5.458199196737803, i_a: 53.51175683076306, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2814: omega: 63.61219370766021, torque: 5.458132344033311, i_a: 53.51110141209157, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2815: omega: 63.633939274033025, torque: 5.457746725169905, i_a: 53.50732083499936, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2816: omega: 63.65568369914709, torque: 5.457679878007577, i_a: 53.506665470662824, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2817: omega: 63.67742746286481, torque: 5.457294291110807, i_a: 53.50288520696898, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2818: omega: 63.69917008541841, torque: 5.457227449490191, i_a: 53.502229896962945, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2819: omega: 63.720912046630495, torque: 5.456841894557398, i_a: 53.49844994664144, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2820: omega: 63.74265286677306, torque: 5.456775058478039, i_a: 53.49779469096146, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2821: omega: 63.76439302562892, torque: 5.456389535506576, i_a: 53.494015053986324, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2822: omega: 63.78613204350984, torque: 5.45632270496801, i_a: 53.49335985262785, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2823: omega: 63.8078704001589, torque: 5.455937213955226, i_a: 53.489580528973086, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2824: omega: 63.8296076159276, torque: 5.455870388956996, i_a: 53.48892538193163, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2825: omega: 63.851344170519255, torque: 5.455484929900256, i_a: 53.48514637157143, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2826: omega: 63.87307958432511, torque: 5.455418110441893, i_a: 53.48449127884238, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2827: omega: 63.89481433700873, torque: 5.455032683338535, i_a: 53.480712581750645, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2828: omega: 63.91654794900114, torque: 5.454965869419588, i_a: 53.48005754332959, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2829: omega: 63.93828089992611, torque: 5.454580474266964, i_a: 53.476279159480335, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2830: omega: 63.96001271025443, torque: 5.454513665886977, i_a: 53.47562417536282, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2831: omega: 63.981743859570116, torque: 5.4541283026824345, i_a: 53.471846104730034, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2832: omega: 64.0034738683837, torque: 5.454061499840951, i_a: 53.471191174911574, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2833: omega: 64.02520321623945, torque: 5.4536761685818345, i_a: 53.46741341746925, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2834: omega: 64.04693142368764, torque: 5.4536093712784, i_a: 53.466758541945396, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2835: omega: 64.06865897023278, torque: 5.4532240719620715, i_a: 53.46298109766766, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2836: omega: 64.0903853764649, torque: 5.453157280196218, i_a: 53.46232627643382, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2837: omega: 64.11211112184876, torque: 5.452772012820022, i_a: 53.458549145294626, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2838: omega: 64.13383572701413, torque: 5.452705226591297, i_a: 53.457894378346346, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2839: omega: 64.15555967138602, torque: 5.452319991152591, i_a: 53.454117560319816, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2840: omega: 64.17728247563394, torque: 5.45225321046053, i_a: 53.45346284765255, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2841: omega: 64.19900461914318, torque: 5.451868006956673, i_a: 53.44968634271276, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2842: omega: 64.22072562262295, torque: 5.451801231800815, i_a: 53.44903168432201, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2843: omega: 64.2424459654188, torque: 5.4514160602291435, i_a: 53.445255492442875, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2844: omega: 64.26416516827969, torque: 5.4513492906090395, i_a: 53.4446008883242, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2845: omega: 64.28588371051143, torque: 5.450964150966926, i_a: 53.44082500947996, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2846: omega: 64.30760111290272, torque: 5.4508973868820965, i_a: 53.44017045962869, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2847: omega: 64.32931785471962, torque: 5.4505122791668965, i_a: 53.43639489379339, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2848: omega: 64.35103345679055, torque: 5.450445520616889, i_a: 53.435740398205084, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2849: omega: 64.37274839834186, torque: 5.45006044482594, i_a: 53.43196514535265, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2850: omega: 64.39446220024169, torque: 5.449993691810306, i_a: 53.431310704022906, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2851: omega: 64.41617534167665, torque: 5.449608647940971, i_a: 53.427535764127455, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2852: omega: 64.43788734355459, torque: 5.449541900459245, i_a: 53.42688137705172, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2853: omega: 64.45959868502243, torque: 5.44915688850886, i_a: 53.423106750087165, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2854: omega: 64.48130888702771, torque: 5.449090146560594, i_a: 53.42245241726101, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2855: omega: 64.50301842867762, torque: 5.448705166526537, i_a: 53.418678103201636, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2856: omega: 64.52472683095945, torque: 5.448638430111255, i_a: 53.418023824620434, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2857: omega: 64.54643457294065, torque: 5.448253481990874, i_a: 53.41424982344023, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2858: omega: 64.56814117564822, torque: 5.448186751108123, i_a: 53.413595599099544, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2859: omega: 64.58984711810989, torque: 5.4478018348987565, i_a: 53.409821910772415, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2860: omega: 64.61155192139235, torque: 5.44773510954809, i_a: 53.40916774066784, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2861: omega: 64.63325606448367, torque: 5.4473502252471215, i_a: 53.40539436516815, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2862: omega: 64.65495906849024, torque: 5.447283505428055, i_a: 53.404740249294946, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2863: omega: 64.67666141236037, torque: 5.446898653032823, i_a: 53.4009671865966, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2864: omega: 64.69836261724018, torque: 5.446831938744915, i_a: 53.400313124950436, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2865: omega: 64.72006316203827, torque: 5.446447118252771, i_a: 53.396540375027456, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2866: omega: 64.74176256794044, torque: 5.4463804094955695, i_a: 53.395886367603914, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2867: omega: 64.76346131381564, torque: 5.445995620903862, i_a: 53.39211393043031, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2868: omega: 64.78515892088934, torque: 5.445928917676905, i_a: 53.39145997722485, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2869: omega: 64.80685586799076, torque: 5.445544160983005, i_a: 53.387687852774846, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2870: omega: 64.82855167638509, torque: 5.445477463285833, i_a: 53.38703395378297, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2871: omega: 64.85024682486186, torque: 5.445092738487072, i_a: 53.38326214203041, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2872: omega: 64.8719408347259, torque: 5.445026046319235, i_a: 53.38260829724769, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2873: omega: 64.89363418472712, torque: 5.444641353412997, i_a: 53.37883679816694, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2874: omega: 64.91532639621, torque: 5.4445746667740185, i_a: 53.37818300758872, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2875: omega: 64.93701794788475, torque: 5.444190005757646, i_a: 53.374411821153686, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2876: omega: 64.95870836113556, torque: 5.444123324647078, i_a: 53.37375808477557, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2877: omega: 64.9803981146329, torque: 5.443738695517932, i_a: 53.369987210960396, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2878: omega: 65.0020867298007, torque: 5.443672019935315, i_a: 53.369333528777894, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2879: omega: 65.02377468526971, torque: 5.443287422690747, i_a: 53.365562967556635, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2880: omega: 65.04546150250354, torque: 5.443220752635624, i_a: 53.36490933956523, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2881: omega: 65.0671476600933, torque: 5.4428361872730004, i_a: 53.36113909091206, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2882: omega: 65.08883267954221, torque: 5.442769522744902, i_a: 53.36048551710717, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2883: omega: 65.11051703940171, torque: 5.442384989261584, i_a: 53.356715580996216, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2884: omega: 65.13220026121475, torque: 5.442318330260058, i_a: 53.35606206137342, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2885: omega: 65.15388282349306, torque: 5.441933828653388, i_a: 53.352292437778615, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2886: omega: 65.17556424781922, torque: 5.441867175177981, i_a: 53.35163897233344, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2887: omega: 65.19724501266535, torque: 5.4414827054453205, i_a: 53.34786966122893, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2888: omega: 65.21892463965365, torque: 5.4414160574955766, i_a: 53.34721624995694, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2889: omega: 65.24060360721658, torque: 5.441031619634276, i_a: 53.34344725131673, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2890: omega: 65.26228143701603, torque: 5.440964977209738, i_a: 53.34279389421341, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2891: omega: 65.28395860744476, torque: 5.4405805712171675, i_a: 53.33902520801173, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2892: omega: 65.30563464020432, torque: 5.44051393431737, i_a: 53.338371905072556, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2893: omega: 65.32731001364782, torque: 5.440129560190878, i_a: 53.33460353128342, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2894: omega: 65.34898424951646, torque: 5.440062928815376, i_a: 53.33395028250398, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2895: omega: 65.37065782612373, torque: 5.439678586552316, i_a: 53.330182221101424, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2896: omega: 65.39233026525044, torque: 5.439611960700641, i_a: 53.32952902647718, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2897: omega: 65.41400204517039, torque: 5.4392276502984, i_a: 53.32576127743558, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2898: omega: 65.43567268770408, torque: 5.43916102997008, i_a: 53.32510813696186, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2899: omega: 65.45734267108568, torque: 5.43877675142601, i_a: 53.32134070025528, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2900: omega: 65.4790115171753, torque: 5.438710136620594, i_a: 53.32068761392769, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2901: omega: 65.50067970416747, torque: 5.438325889932042, i_a: 53.316920489530126, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2902: omega: 65.52234675396194, torque: 5.438259280649077, i_a: 53.31626745734418, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2903: omega: 65.54401314471359, torque: 5.437875065813411, i_a: 53.312500645229804, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2904: omega: 65.5656783983618, torque: 5.437808462052436, i_a: 53.31184766718104, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2905: omega: 65.58734299302184, torque: 5.437424279067008, i_a: 53.30808116732391, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2906: omega: 65.60900645067271, torque: 5.437357680827576, i_a: 53.30742824340789, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2907: omega: 65.63066924939004, torque: 5.4369735296897375, i_a: 53.30366205578202, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2908: omega: 65.65233091119244, torque: 5.436906936971391, i_a: 53.30300918599433, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2909: omega: 65.67399191411593, torque: 5.436522817678497, i_a: 53.29924331057379, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2910: omega: 65.69565178021875, torque: 5.436456230480788, i_a: 53.29859049490998, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2911: omega: 65.71731098749727, torque: 5.4360721430302075, i_a: 53.294824931669, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2912: omega: 65.73896905804936, torque: 5.4360055613526646, i_a: 53.294172170124455, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2913: omega: 65.76062646983176, torque: 5.435621505741754, i_a: 53.29040691903708, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2914: omega: 65.78228274498197, torque: 5.43555492958393, i_a: 53.289754211607445, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2915: omega: 65.80393836141708, torque: 5.435170905810051, i_a: 53.28598927264785, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2916: omega: 65.82559284131423, torque: 5.435104335171477, i_a: 53.285336619328504, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2917: omega: 65.84724666255092, torque: 5.434720343232008, i_a: 53.28157199247096, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2918: omega: 65.86889934734383, torque: 5.434653778112218, i_a: 53.280919393257335, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2919: omega: 65.89055137353088, torque: 5.4342698180045135, i_a: 53.27715507847593, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2920: omega: 65.91220226336837, torque: 5.434203258403054, i_a: 53.276502533363555, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2921: omega: 65.9338524946546, torque: 5.433819330124473, i_a: 53.27273853063238, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2922: omega: 65.95550158968547, torque: 5.433752776040886, i_a: 53.272086039616816, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2923: omega: 65.97715002621966, torque: 5.433368879588794, i_a: 53.26832234891005, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2924: omega: 65.9987973265927, torque: 5.4333023310226265, i_a: 53.267669911986836, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2925: omega: 66.02044396852364, torque: 5.432918466394369, i_a: 53.26390653327843, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2926: omega: 66.04208947438761, torque: 5.432851923345172, i_a: 53.26325415044315, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2927: omega: 66.06373432186408, torque: 5.432468090538131, i_a: 53.25949108370746, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2928: omega: 66.08537803336775, torque: 5.432401553005429, i_a: 53.25883875495548, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2929: omega: 66.10702108653848, torque: 5.432017752016957, i_a: 53.25507600016655, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2930: omega: 66.12866300383058, torque: 5.4319512200003, i_a: 53.25442372549344, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2931: omega: 66.15030426284433, torque: 5.431567450827763, i_a: 53.250661282625416, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2932: omega: 66.17194438607362, torque: 5.431500924326692, i_a: 53.25000906202669, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2933: omega: 66.19358385107913, torque: 5.431117186967461, i_a: 53.24624693105383, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2934: omega: 66.2152221803943, torque: 5.431050665981514, i_a: 53.245594764524945, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2935: omega: 66.23685985154027, torque: 5.430666960432938, i_a: 53.24183294542125, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2936: omega: 66.25849638709008, torque: 5.430600444961669, i_a: 53.24118083295784, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2937: omega: 66.28013226452524, torque: 5.430216771221112, i_a: 53.237419325697466, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
Motor 0, Step 2938: omega: 66.30176700645838, torque: 5.430150261264066, i_a: 53.236767267295065, i_e: 59.99999999999967, u_a: 60.0, u_e: 60.0, u_sup: 60.0
